id,twitterId,instance,bucket,timestamp,screenname,fullname,text,fromid,location,country,state,city,latitude,longitude,lang
21080226,325020921201054000,436,842,1366326000000,jpdelorenzo,Juan P. De Lorenzo,Que me importa el #18A... Para mi el #20A alentando a chicago. EN LAS MALAS MUCHO MAS!,138505103,,\N,\N,\N,0,0,nn
21080227,325020921289138000,436,842,1366326000000,ManuelNSosa,ManuelSosa -,RT @mstupenengo: Protesta en Nueva York #18A http://t.co/x67YxTLfHZ,190839732,Argentina,argentina,capital federal,buenos aires,-34.5875,-58.6725,nn
21080236,325020918193738000,436,842,1366326000000,AnaClaraCarrion,Ana Clara,"RT @Lanataenel13: Los canales K llaman al #18A \""La marcha de la  oposición\"". Chicos, esto es el pueblo. En todo el país.",246471194,"-34.912832,-57.946994",india,maharashtra,mumbai,-34.912832,-57.946994,nn
21080243,325020921565942000,436,842,1366326000000,fanBailando2013,ESPECTACULO OFICIAL®,"Con el lema \""sin justicia no hay futuro\""  arrancó la marcha #18A #18ArgentinaResiste #18ATodosALaCalle .",547408446,,\N,\N,\N,0,0,nn
21080203,325020922744545000,436,842,1366326001000,Mateo3765,mateo,Eu kirchnerista cuando no tengas plata para darle de comer a tu hijos le vas a decir #VotoVenceCacerola ? #18ATodosALaCalle,825913015,,\N,\N,\N,0,0,nn
21080214,325020923583414000,436,842,1366326001000,clawiki2004,claucuellar ush arg,RT @mstupenengo: Protesta en Nueva York #18A http://t.co/x67YxTLfHZ,150837192,Ushuaia,argentina,tierra del fuego,ushuaia,-54.8,-68.3,nn
21080248,325020922677457000,436,842,1366326001000,nigr0mante,Jules,"Che, los de @PersonalAr se fueron al #18ATodosALaCalle? No dejaron ni un bot para contestar...",23208342,Westeros,\N,\N,\N,0,0,nn
21080254,325020923218506000,436,842,1366326001000,MarcossOlguin,Marcos olguin,"ooooh que se vayan todos, que no quede ni uno solooo #18A",1288601706,Maipu - mendoza,argentina,mendoza,mendoza,-32.8833333,-68.8166667,nn
21080256,325020924833300000,436,842,1366326001000,TwiitiON,Twii ? 18A,"RT @GerardoGerman52: #18ATodosALaCalle a las 20 hs en Plaza de Mayo, el por que está en la foto adjunta: http://t.co/Zh6WTwGtzI",224796437,Planeta Tierra,\N,\N,\N,0,0,nn
21080264,325020923302392000,436,842,1366326001000,alanBanfieldMDP,MDP ES DE BANFIELD !,Me hubiera encantado ir a la marcha :( #18A,172105598,Mar Del Plata,argentina,buenos aires,mar del plata,-38,-57.55,nn
21080275,325020925907067000,436,842,1366326001000,ElGringoLatino,Jason K. Smith,RT @ImpactoNY: Arranca la protesta del #18A contra el Gobierno de #CristinaFernández | http://t.co/dil91o2UmK | #Argentina #Caserolazo,141214848,New York,united states,new york,new york,40.7141667,-74.0063889,nn
21080238,325020927060484000,436,842,1366326002000,mdc_mol,? María Molina ?,#18ATodosALaCalle gran convocatoria cuando los k no llega ni a la cuarta parte,164096370,"Bs As, Argentina",argentina,capital federal,buenos aires,-34.5875,-58.6725,nn
21080244,325020929468019000,436,842,1366326002000,LuMiccelli,Lucy ,#18A #estantodosbuenos #dejademirareliphoneydejamdpasarboludo #yotebancocris #cantéoleleolala #mamásecopo,210276158,,\N,\N,\N,0,0,nn
21080249,325020927576383000,436,842,1366326002000,pablomcaruso,Pablo Caruso,RT @JoseGluj: Mi Cartel #18ATodosALaCalle http://t.co/c7V2j1H1kw,35929783,Buenos Aires,argentina,capital federal,buenos aires,-34.5875,-58.6725,nn
21080255,325020926880133000,436,842,1366326002000,lorenzonsonson,Cecy,RT @AngeldebritoOk: RT @MoskitaMuertaOk: #Rating el dato: picos de 6.1 para la cobertura de @todonoticias #18A por encima de todas las s ...,337281500,Argentina,argentina,capital federal,buenos aires,-34.5875,-58.6725,nn
21080257,325020927572193000,436,842,1366326002000,sal_s,Sal S. (Naranjita),"#18A Concordia, Entre Rios. AR-GEN-TI-NA .",17763824,"As for now, Argentina. ",argentina,capital federal,buenos aires,-34.5875,-58.6725,nn
21080265,325020927446356000,436,842,1366326002000,nelson_la25,Nelson Vazquez,"Que podrian ser buenos pedidos para el #18A :Basta de Corrupción,pero no solo de los politicos,de las grandes corporaciones tambien!!",145411753,"La Plata,Argentina",argentina,buenos aires,la plata,-34.9313889,-57.9488889,nn
21080276,325020927261811000,436,842,1366326002000,JohnGalt_ar,John Galt Argentino,RT @ivanmarienhoff: #18atodosalacalle #18A @JohnGalt_ar @Ed_marty @lanacioncom http://t.co/dmhvAlX97y,143896431,Argentina,argentina,capital federal,buenos aires,-34.5875,-58.6725,nn
21080277,325020929543524000,436,842,1366326002000,gracielita71,graciela #15N,RT @AgustinCassini: No vengo mas. Acá los venden a los chori! La prox me voy a un acto peronista que son gratis. #18A,37555316,"Buenos Aires, Argentina",argentina,capital federal,buenos aires,-34.5875,-58.6725,nn
21080294,325020927857402000,436,842,1366326002000,melyriquelme,mely riquelme,RT @mstupenengo: Protesta en Nueva York #18A http://t.co/x67YxTLfHZ,149308120,ARGENTINA Rosario Sta. Fe,argentina,santa fe,rosario,-32.9511111,-60.6663889,nn
21080250,325020930655003000,436,842,1366326003000,PAMEELITA,Santa Cachucha #LB,"RT @alerta24ok: #ALERTA24: [ #18A ] #AHORA Multitudinaria marcha contra el Gobierno de @CFKArgentina. Olivos, Plaza de Mayo y 9 de Julio re…",36584845,ARGENTINA/CHILE,argentina,capital federal,buenos aires,-34.5875,-58.6725,nn
21080258,325020932290773000,436,842,1366326003000,MaruSpivacow,Ma. Eugenia Spivacow,Me parece perfecto q la gente se manifieste como quiera. Aunque considero q la mejor forma de hacerlo es votando. Hay q saber votar!! #18A,192384262,Argentina,argentina,capital federal,buenos aires,-34.5875,-58.6725,nn
21080259,325020933481984000,436,842,1366326003000,YamilaElisabet,Yami ?,"\""@noticiaya: Elisa Carrió rumbo a Plaza de Mayo #18A\"" TRAIGAN LOS CHORISSSSSSSSS",185047678,Udaondo y Alcorta,\N,\N,\N,0,0,nn
21080266,325020933314191000,436,842,1366326003000,laumiami,LAURA,"RT @JuliaUrbani: #18ATodosALaCalle Porque no tengo miedo,porque me mataron en mi vida,porq me queda una hija,por todos los Argentinos!",42920248,MIAMI,united states,florida,miami,25.7738889,-80.1938889,nn
21080283,325020933259657000,436,842,1366326003000,pablusi,pablusi,RT @falladito: Recién comienza la marcha del #18A y entre los manifiestantes juntan mas dientes que todos los Kirchneristas juntos.,140407031,Buenos Aires,argentina,capital federal,buenos aires,-34.5875,-58.6725,nn
21080284,325020933578453000,436,842,1366326003000,ContiScarpin,Constanza Scarpin,#18A,304643053,,\N,\N,\N,0,0,nn
21080285,325020933561676000,436,842,1366326003000,Valedela12,Vale M ?,Yo apoyo al #18A,489530699,,\N,\N,\N,0,0,nn
21080303,325020934329233000,436,842,1366326003000,vagraym,Valerie Gray,#18atodosalacalle #18a solo basta con mirar las calles para darnos cuenta que algo tiene que cambiar!,363894417,"Lima, Perú",peru,lima,lima,-12.05,-77.05,nn
21080251,325020934652174000,436,842,1366326004000,Yaarialonso,YA,"#18ATodosALaCalle bueno, en 4 años, ahi podria ir poniendo algo... Falta bastante.",159991388,Mar del Plata,argentina,buenos aires,mar del plata,-38,-57.55,nn
21080260,325020935818191000,436,842,1366326004000,radiodetransito,radio de tránsito,#18A un grupo avanza por Corrientes desde #Riobamba al #Obelisco.,249812932,,\N,\N,\N,0,0,nn
21080287,325020937395257000,436,842,1366326004000,miica9,Micaela Torres ?,#18A,147001849,"Buenos Aires, Argentina",argentina,capital federal,buenos aires,-34.5875,-58.6725,nn
21080297,325020935847563000,436,842,1366326004000,ZarVelociraptor,Zar Velociraptor,"RT @CFK_: No entiendo los reclamos del #18A ...dicen \""La Constitución no se toca\""....chicos...la Constitución soy YO ..... #EstaViejaEsP ...",1041196657,"Lille, Francia",france,nord-pas-de-calais,lille,50.633333,3.066667,nn
21080304,325020937453965000,436,842,1366326004000,edu51191,Edward del Valle,"A favor de la libertad en general en especial de la libertad de expresión, de la educación, la salud y el trabajo digno!!!\
#18ATodosALaCalle",403628627,,\N,\N,\N,0,0,nn
21080310,325020934769611000,436,842,1366326004000,LaviniValenOk,ValentinaLavini#LPP,"RT @MRBrizi: Recien son las 8, hora de encuentro, y ya no entra mas gente en Plaza de Mayo #18A #18ATodosALaCalle",592159816,,\N,\N,\N,0,0,nn
21080311,325020934476005000,436,842,1366326004000,DochySaid,Dolly Said,"\""@karu0809: #18ATodosALaCalle cuando dijo @CFKArgentina \""vamos por todo\"" fue la unica vez q no mintio, ahora va x la justicia\"",""270615223",Buenos Aires,argentina,capital federal,buenos aires,-34.5875,-58.6725,nn,
21080262,325020941627302000,436,842,1366326005000,MFE67,M.F.E,RT @carlbonifatti: Llegó la hora de salir por la Democracia. #18ATodosALaCalle,267443331,,\N,\N,\N,0,0,nn
21080267,325020939085558000,436,842,1366326005000,cgonzalezkili,Cristian Gonzalez,RT @pecorapatricia: #18A #yoestoy en Plaza de Mayo la TVpublica tambien http://t.co/OaxAQzRbe6,194707560,Argentina,argentina,capital federal,buenos aires,-34.5875,-58.6725,nn
21080269,325020940557750000,436,842,1366326005000,JosiDobkin,Jose Carlos Dobkin,"Dicen en TN \""la gente es como un gran gusano que avanza por la 9 de julio\"". Y yo me acuerdo de Gozzila haciendo mierda San Francisco #18A",195464245,Rosario,argentina,santa fe,rosario,-32.9511111,-60.6663889,nn
21080278,325020942143218000,436,842,1366326005000,sofiafontanaa,sofia fontana,Todos al #18A,500994929,,\N,\N,\N,0,0,nn
21080298,325020941371453000,436,842,1366326005000,sercott,#22FJu5t1cia SerCott,A PLENO CACEROLAZO La Plata #18ATodosALaCalle,147294734,Argentina,argentina,capital federal,buenos aires,-34.5875,-58.6725,nn
21080279,325020943040803000,436,842,1366326006000,tomi_carrion,Sapo Griego #9,"RT @Lanataenel13: Los canales K llaman al #18A \""La marcha de la  oposición\"". Chicos, esto es el pueblo. En todo el país.",939628838,ROCKERFELLER CENTER-NEW YORK,united kingdom,york,york,53.966667,-1.083333,nn
21080280,325020945511240000,436,842,1366326006000,PoliticaClarin,Política Clarín,#18A: enviá tu foto del cacerolazo http://t.co/fAeWbjBhhw,607311329,,\N,\N,\N,0,0,nn
21080288,325020943061754000,436,842,1366326006000,droggiano,Daniel Roggiano,#18A un grupo avanza por Corrientes desde #Riobamba al #Obelisco.,166112948,,\N,\N,\N,0,0,nn
21080290,325020945154720000,436,842,1366326006000,teitoo,Teo Marin ,RT @mauriciomacri: También hay #18A en #TierraDelFuego #SantiagoDelEstero #Chubut #RíoNegro #SantaCruz y #SanLuis,138786401,,\N,\N,\N,0,0,nn
21080305,325020946593354000,436,842,1366326006000,verpa10,VeritoP,RT @jperotti: Deben haber venido muy llenos los aviones desde Miami porque se ve mucha gente en la calle. #18atodosalacalle,146054845,,\N,\N,\N,0,0,nn
21080271,325020950640882000,436,842,1366326007000,juanpaylla,Juan Payllalef,#18A un grupo avanza por Corrientes desde #Riobamba al #Obelisco.,166218963,Buenos Aires,argentina,capital federal,buenos aires,-34.5875,-58.6725,nn
21080281,325020950154342000,436,842,1366326007000,SantiGullotta,Santiago Gullotta,#18ATodosALaCalle Solamente para que siga siendo TT y los apoyo desde aca,195178989,Rosario,argentina,santa fe,rosario,-32.9511111,-60.6663889,nn
21080299,325020950741533000,436,842,1366326007000,BionicamenteBio,Huracan Bionico©,"RT @PauDeConto: \""@PergoliniOK: vamos que cada vez somos mas! #18atodosalacalle !! Vamos que nos van a escuchar.\""Vamos!!!!",1259809124,,\N,\N,\N,0,0,nn
21080306,325020950582149000,436,842,1366326007000,exitosabogada,#18A Soy Abogada,“@ValorDeclarado: Ciudad de la plata a full lleno de gente #18atodosalacalle”,1321584331,,\N,\N,\N,0,0,nn
21080313,325020948384342000,436,842,1366326007000,NaweSnape,Mr Bonham Carter,RT @Mamona_: Ay! Ya me baje la app de la cacerola a mi iphone 5 ¡A marchar! #18A,54638016,"Buenos Aires, Argentina",argentina,capital federal,buenos aires,-34.5875,-58.6725,nn
21080314,325020949944603000,436,842,1366326007000,mxlujan,Maxi Luján,"#18A Miles movilizados sin choris, sin vinos, sin redoblantes con inscripciones partidarias. Si ese no es el pueblo, el pueblo donde esta!?",241547822,"Rafaela, Argentina",argentina,santa fe,rafaela,-31.2666667,-61.4833333,nn
21080315,325020950682817000,436,842,1366326007000,petitero9, petitero9,RT @eddolt27: @varon2 k5n bardeando a castel dice es un canal del gob. Y feiman dice no se lo permito no es asi #18a,502274288,,\N,\N,\N,0,0,nn
21080316,325020950540194000,436,842,1366326007000,lauraepetrucci,Laura,#18AtodosALaCalle parece una de las protestas mas grandes que tuvo el pais......y donde esta la presidenta?,109640366,,\N,\N,\N,0,0,nn
21080322,325020950833795000,436,842,1366326007000,alejand52149273,alejandro montero,RT @PPBalvanera: #18AElGritoSagrado @LaSolanoLima @lip http://t.co/PHCLiTEE8N,819577778,,\N,\N,\N,0,0,nn
21080263,325020951379051000,436,842,1366326008000,Leoholffman,• Leonel Holffman •,#18A: la oposición también se sumó a la marcha http://t.co/bIzc1UmX8A,175995376,,\N,\N,\N,0,0,nn
21080272,325020953341993000,436,842,1366326008000,G_Gelos,Guille.G,"RT @Lanataenel13: Los canales K llaman al #18A \""La marcha de la  oposición\"". Chicos, esto es el pueblo. En todo el país.",310649337,,\N,\N,\N,0,0,nn
21080300,325020953425900000,436,842,1366326008000,AnniMaciel,Ana ?,"RT @Lanataenel13: Los canales K llaman al #18A \""La marcha de la  oposición\"". Chicos, esto es el pueblo. En todo el país.",428608671,,\N,\N,\N,0,0,nn
21080323,325020953786585000,436,842,1366326008000,Meli_Migliore,Srta.Memé,"Otro día histórico #18atodosalacalle. Dios quiera sirva para algo, no se puede seguir con tantas injusticias.",157136681,Buenos Aires ,argentina,capital federal,buenos aires,-34.5875,-58.6725,nn
21080273,325020955523031000,436,842,1366326009000,Clari_19,Clari #,RT @barbi_TB: #18ATodosALaCalle,196804691,,\N,\N,\N,0,0,nn
21080282,325020959247573000,436,842,1366326009000,claurioja,Clau Rioja,"RT @Lanataenel13: Los canales K llaman al #18A \""La marcha de la  oposición\"". Chicos, esto es el pueblo. En todo el país.",153515734,Salta Argentina,argentina,salta,salta,-24.7833333,-65.4166667,nn
21080307,325020955745325000,436,842,1366326009000,denis_paiva,Denis,A mi Clarín no me dio un subsidio y estoy acá. Se les está cortando el chorro KKs #18A,265474883,"-24.78325658,-65.41046161",india,maharashtra,mumbai,-24.78325658,-65.41046161,nn
21080324,325020955388809000,436,842,1366326009000,pedroaimaretto,Perdo ,#18A,104831764,Cordoba ,argentina,cordoba,cordoba,-31.4,-64.1833333,nn
21080325,325020956441584000,436,842,1366326009000,cristi171088,cristina campana,RT @josemanuelcnn: Comienza el #cacerolazo en Plaza de Mayo. Multitudes marchan hacia la plaza con pancartas #18A @CNNEE http://t.co/Zeq ...,1001729292,,\N,\N,\N,0,0,nn
21080326,325020957347557000,436,842,1366326009000,AgustinLaje,Agustín Laje,"#18ATodosALaCalle en Cordoba, Patio Olmos!!",175273213,Argentina,argentina,capital federal,buenos aires,-34.5875,-58.6725,nn
21080331,325020957146239000,436,842,1366326009000,TotooBarrera,Meanwhile,#18ATodosALaCalle estan todos haciendo desastreeee,132008263,Wonderland,\N,\N,\N,0,0,nn
21080338,325020958391951000,436,842,1366326009000,gonzagm76,Gonzalo G. Martinez,"@todonoticias \""La tormenta es natural, las muertes NO\"" #LaPlata #18A http://t.co/4yXpdfnr72 // vía @nandotocho",120525382,"Ensenada, Bs As",mexico,baja california,ensenada,31.866667,-116.616667,nn
21080339,325020959214010000,436,842,1366326009000,MFlorenciaGauto,Florencia Gauto,RT @fernando_riquel: De a poco se va poniendo. Marquez y Centenario #18atodosalacalle http://t.co/ih0DfZBcEp,145743424,"Buenos Aires, Argentina",argentina,capital federal,buenos aires,-34.5875,-58.6725,nn
21080292,325020961109860000,436,842,1366326010000,Vale_Fras,Amo a Mili Farhat ,#18Atodosalacalle,276123840,Argentina,argentina,capital federal,buenos aires,-34.5875,-58.6725,nn
21080293,325020962615603000,436,842,1366326010000,aliciabanuelos,Alicia Banuelos,"RT @LuchoBugallo: Arranco la protesta, se cortan las calles y \""damos por inaugurados el #18A\""...",7520762,San Luis - Argentina,argentina,san luis,san luis,-33.3,-66.35,nn
21080301,325020961688654000,436,842,1366326010000,anitadurante,Analia Durante,RT @josemanuelcnn: Comienza el #cacerolazo en Plaza de Mayo. Multitudes marchan hacia la plaza con pancartas #18A @CNNEE http://t.co/Zeq ...,353195187,Buenos Aires,argentina,capital federal,buenos aires,-34.5875,-58.6725,nn
21080308,325020962854691000,436,842,1366326010000,nicoblanco84,Nicolás Blanco,"@aguscostilla te entiendo igual eh, pero bueno yo te diría que no pierdas tiempo y energías en ese tipo de gente.. Y menos hoy #18A (?)",142829172,Capital Federal -Argentina-,argentina,capital federal,buenos aires,-34.5875,-58.6725,nn
21080317,325020960413581000,436,842,1366326010000,ferfotoracing,Fernando Molina,Vivo a 15 mts del epicentro del #18A PATIO OLMOS,171564685,Cordoba,argentina,cordoba,cordoba,-31.4,-64.1833333,nn
21080318,325020961554452000,436,842,1366326010000,fernanditovila,Fernando Vila,#18ATodosALaCalle #lanus,193411058,,\N,\N,\N,0,0,nn
21080302,325020965442572000,436,842,1366326011000,Sofii_Sabatte,? Peace & Love ?,#18ATodosALaCalle Con que cara despues va a dar cadena nacional la vieja de mierda corrupta de la presidenta (?,112888777,"Tandil,Buenos Aires",argentina,capital federal,buenos aires,-34.5875,-58.6725,nn
21080319,325020963718697000,436,842,1366326011000,Pilinfantino,Pilar ?,RT @mstupenengo: Protesta en Nueva York #18A http://t.co/x67YxTLfHZ,305168986,Argentina,argentina,capital federal,buenos aires,-34.5875,-58.6725,nn
21080348,325020965799072000,436,842,1366326011000,NosVivenCagando,NosVivenCagando,TN habla de marcha opositora!!! A los aliados al gobierno que #nosvivencagando #18A http://t.co/zFNp8CMAUr,1363050745,,\N,\N,\N,0,0,nn
21080349,325020966755369000,436,842,1366326011000,Julioce0351,Julio Cesar,RT @marianogarcia1: Ya venimos en directo desde Plaza de Mayo. Toda la cobertura sobre el #18A en @telefenoticias http://t.co/11I1yfAZU5,573230423,Argentina,argentina,capital federal,buenos aires,-34.5875,-58.6725,nn
21080309,325020968990937000,436,842,1366326012000,LuRigoli,Luchi ,Increible la cantidad de gente #18A,202435209,,\N,\N,\N,0,0,nn
21080320,325020968349229000,436,842,1366326012000,nicolas99,Nicolas,“@ElOpinologoTV: IMPRESIONANTE la cantidad de gente que hay en el Obelisco! #18A #18ATodosALaCalle”,545993713,,\N,\N,\N,0,0,nn
21080321,325020971553665000,436,842,1366326012000,LuniMijaelBen,23.8.2013†,#18ATodosALaCalle #18A en un rato a Plaza Moreno!!,298498737,,\N,\N,\N,0,0,nn
21080328,325020968420520000,436,842,1366326012000,juanii23,Juani Castro,RT @mstupenengo: Protesta en Nueva York #18A http://t.co/x67YxTLfHZ,200744295,,\N,\N,\N,0,0,nn
21080340,325020968198214000,436,842,1366326012000,todonoticias,TN - Todo Noticias,#18A comenzó la marcha en diferentes puntos del país. Segui EN VIVO desde tu celular por  #TodoNoticias http://t.co/ESf5g14a5j,25992212,Argentina,argentina,capital federal,buenos aires,-34.5875,-58.6725,nn
21080341,325020969544597000,436,842,1366326012000,Floruradesodio,Flori,En Vicente López suenan las cacerolas #18ATodosALaCalle,136333002,"Buenos Aires, Argentina",argentina,capital federal,buenos aires,-34.5875,-58.6725,nn
21080360,325020971243303000,436,842,1366326012000,FannyAlg,Que saben ellos?,#18A. #Argentina,569654805,,\N,\N,\N,0,0,nn
21080370,325020970706407000,436,842,1366326012000,zekito27,Ezequielo,La TVPublica le puso a Las Pelotas jajaja. chupate esa mandarina o esta Verga #18A,306492250,,\N,\N,\N,0,0,nn
21080342,325020973462065000,436,842,1366326013000,JoseInesta,José Inesta,Empieza el #18A en Tucumán http://t.co/KwoqKeMhEQ,134494787,"Tucumán, Argentina",argentina,tucuman,san miguel de tucuman,-26.8166667,-65.2166667,nn
21080361,325020975487918000,436,842,1366326013000,Marc0_013,Mario Casazza ,"#18ATodosALaCalle PERO COMO Q AHORA PESAS 21 GRAMOS MENOS ??? JA COTIZAN EN BOLSA LOS \""PERIODISTAS\"" ARGENTINOS JA",140716576,San Luis ,argentina,san luis,san luis,-33.3,-66.35,nn
21080379,325020974074434000,436,842,1366326013000,El_Tanguero,Gustavo Garcia S,"#18ATodosALaCalle  No se suspende por lluvia, ni por frío, ni por calor, MUCHO MENOS POR MIEDO #18A Por luna Argentina Honesta y Laburante!!",150494189,,\N,\N,\N,0,0,nn
21080389,325020975651496000,436,842,1366326013000,RoxieDiCara,Roxie DiCara ,RT @mstupenengo: Protesta en Nueva York #18A http://t.co/x67YxTLfHZ,102867148,argentina,argentina,capital federal,buenos aires,-34.5875,-58.6725,nn
21080343,325020976742011000,436,842,1366326014000,adrianpedernera,Adrian Pedernera,Estoy a favor del #18A pero me parece más efectivo como protesta el voto de octubre. Los cacerolazos ya no sirven para cambiar las cosas.,15476513,"Monte Grande,Argentina",argentina,capital federal,buenos aires,-34.5875,-58.6725,nn
21080351,325020979376054000,436,842,1366326014000,srtazanetta,Jennifer M. Zanetta,Me enorgullece enormemente la cantidad de gente que protesta #18A,199963449,"Buenos Aires, Argentina",argentina,capital federal,buenos aires,-34.5875,-58.6725,nn
21080362,325020977706717000,436,842,1366326014000,luismartinez45,Luis Martinez,"#18A antipatria, antidemocrático, antipopular.",182146854,Argentina,argentina,capital federal,buenos aires,-34.5875,-58.6725,nn
21080373,325020978105164000,436,842,1366326014000,flortarallo,Becks,"RT @MarcelaMuzz: #18ATodosALaCalle  No se suspende por lluvia, ni por frío, ni por calor, menos por miedo.",65482068,Argentina,argentina,capital federal,buenos aires,-34.5875,-58.6725,nn
21080380,325020978612679000,436,842,1366326014000,JoffreyLanister,Joffrey Lannister,A @rialjorge lo nombro la mano del Rey. Y le concedo el poder de interrogar a aquellos que deberian ser interrogados por los jueces #18A,1362091783,Buenos Aires,argentina,capital federal,buenos aires,-34.5875,-58.6725,nn
21080390,325020979535421000,436,842,1366326014000,RodriHesar,El Shodri,RT @stefaniabregant: vamos vamos que ya escucho ruidosss @TrevisanErika @marifdaher @RodriHesar  #18A #18atodosalacalle,256523911,Córdoba,argentina,cordoba,cordoba,-31.4,-64.1833333,nn
21080329,325020983616500000,436,842,1366326015000,ElBuho2014,El  Buho,"RT @IrigoyenArnaldo: #18ATodosALaCalle Fútbol Para Todos, Automovilismo para todos, Fruta para todos, Carne Para Todos. El pueblo quiere ...",738769412,,\N,\N,\N,0,0,nn
21080344,325020983515828000,436,842,1366326015000,macunieto25,Macarena Nieto,RT @FrancoZuffa1: #18ATodosALaCalle a esta hija de puta le tienen que quemar la casa,1046477336,,\N,\N,\N,0,0,nn
21080352,325020984098841000,436,842,1366326015000,totitolu,Sof,RT @KukiBollini: #18ATodosALaCalle,347890797,,\N,\N,\N,0,0,nn
21080365,325020981540291000,436,842,1366326015000,micalagana,Mica laganá,#18A con @EmilianoGastonL,850166569,Rada tilly,\N,\N,\N,0,0,nn
21080383,325020984384029000,436,842,1366326015000,Sofimarenco,Sofi Marenco,“@infobae: Argentinos en el mundo se suman al #18A. http://t.co/UsPwFvH8sR” q dsp no digan q fue pequeño!!,142671103,Argentina,argentina,capital federal,buenos aires,-34.5875,-58.6725,nn
21080334,325020986107896000,436,842,1366326016000,carolinao68,Carolina O.,RT @PergoliniOK: vamos que cada vez somos mas! #18atodosalacalle !! Vamos que nos van a escuchar.,242910770,Argentina,argentina,capital federal,buenos aires,-34.5875,-58.6725,nn
21080335,325020988276367000,436,842,1366326016000,soybetolop,BetoLop ?,#votovencecacerola COMO A DELARUA!! ???? .... #18a #18ATodosALaCalle #18AAhoraONunca,186265943,,\N,\N,\N,0,0,nn
21080345,325020985080295000,436,842,1366326016000,lucas42k,Lucas,"“@AgustinFMa “@Agustina_Gs El 54% no te dio PODER, te dio DEBER, @CFKArgentina ! #18A””",1343047292,,\N,\N,\N,0,0,nn
21080354,325020987924021000,436,842,1366326016000,pilimolinero,Pili molinero,@kevinrot imagino que participara del #18A??,339836395,Argentina,argentina,capital federal,buenos aires,-34.5875,-58.6725,nn
21080391,325020986166612000,436,842,1366326016000,Natus77,Natalia Blaustein,Hoy mas que nunca #18A. Todos a demostar que no te queremos.,182520335,Olivos,\N,\N,\N,0,0,nn
21080392,325020988188287000,436,842,1366326016000,_CRISTIANREYES_,Cristian Reyes ,Manifestantes ya se movilizan por el #18A – http://t.co/UKf2w8FMQR http://t.co/9xyRm3pAfs,307167223, Buenos Aires,argentina,capital federal,buenos aires,-34.5875,-58.6725,nn
21080330,325020988892918000,436,842,1366326017000,NicoleZweifel,Patodrilo.,"#18ATodosALaCalle VIVIMOS EN DICTADUTA, NO? ANDA A HACER UNA MARCHA EN DICTADURA, GILES.",187059809,Ciudad Capitolio.,\N,\N,\N,0,0,nn
21080336,325020989513679000,436,842,1366326017000,CielMartinez_,Ciel Martínez,"RT @MarcelaMuzz: #18ATodosALaCalle  No se suspende por lluvia, ni por frío, ni por calor, menos por miedo.",276553989,Buenos Aires.,argentina,capital federal,buenos aires,-34.5875,-58.6725,nn
21080347,325020992776860000,436,842,1366326017000,mjolivan,María Julia Oliván,Mucha gente marchando #18A,258840924,"Buenos Aires, Argentina",argentina,capital federal,buenos aires,-34.5875,-58.6725,nn
21080384,325020988955824000,436,842,1366326017000,memristor_ar,Memristor,#18ATodosALaCalle Más gente q el 8n? Hay muchisima,230021323,Argentina,argentina,capital federal,buenos aires,-34.5875,-58.6725,nn
21080393,325020990033773000,436,842,1366326017000,Once8NchauCFK,Don Honesto,"RT @crispas1 #CFK debe estar viendo \""Lo q el viento se llevo\"" en el avion o sino Paka-Paka, osea otra realidad, #18ATodosALaCalle",1163944988,,\N,\N,\N,0,0,nn
21080398,325020991061389000,436,842,1366326017000,kar0_paranoid,Godoia,RT @falladito: Recién comienza la marcha del #18A y entre los manifiestantes juntan mas dientes que todos los Kirchneristas juntos.,104349300,QUE LE CORTEN LA CABEZA,united states,california,los angeles,34.0522222,-118.2427778,nn
21080355,325020993837990000,436,842,1366326018000,AnySuar,any-12,#18A nosotros tambièn VAMOS POR TODO CFK!! UD SE EQUIVOCA...NO SOMOS UNA MONARQUIA!! Y UD NO ES UNA REYNA!! http://t.co/96ALBFMo6t,550438707,arg,india,bihar,ara,25.566667,84.666667,nn
21080366,325020993267581000,436,842,1366326018000,bbelubarbieri,belu  barbieri,Que impresion la cantidad de gente que hay #18A,495275898,,\N,\N,\N,0,0,nn
21080375,325020993783464000,436,842,1366326018000,JSol772_sol,Solanger  Bolivar ,"RT @Adry1BC: #18ATodosALaCalle AL GRAN PUEBLO ARGENTINO SALUDDD!!! VAMOS AMIGOS,IMPRESIONANTE LA MARCHA,INDESCRIPTIBLE LA CANTIDAD DE GE ...",293165567,venezuela ,venezuela,distrito federal,caracas,10.5,-66.9166667,nn
21080376,325020995960328000,436,842,1366326018000,EmanuelLema1,Emanuel Lema,RT @marianogarcia1: Ya venimos en directo desde Plaza de Mayo. Toda la cobertura sobre el #18A en @telefenoticias http://t.co/11I1yfAZU5,332000274,"BUENOS AIRES, QUILMES",argentina,capital federal,buenos aires,-34.5875,-58.6725,nn
21080399,325020993435349000,436,842,1366326018000,luciajimena,Lucia Jimena,#18ATodosALaCalle,190856095,,\N,\N,\N,0,0,nn
